Animal ID,Lake,Round,Age,Ephippia,D0_date,D0_infstatus,Death_date,D1_date,D1_INFSTATUS,D4_date,D4_INFSTATUS,D8_date,D8_INFSTATUS,D11_date,D11_INFSTATUS,D15_date,D15_INFSTATUS
C1-1,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-2,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-3,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-4,Cedar,1,A,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-5,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-6,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-7,Cedar,1,A,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-8,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-9,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-10,Cedar,1,A,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
C1-11,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-12,Cedar,1,A,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-13,Cedar,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-14,Cedar,1,A,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-15,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-16,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-17,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,U,07-30-2024,MICG
C1-18,Cedar,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-19,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-20,Cedar,1,A,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-21,Cedar,1,A,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-22,Cedar,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
C1-23,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-24,Cedar,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
C1-25,Cedar,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
C1-26,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-27,Cedar,1,A,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
C1-28,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-29,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
C1-30,Cedar,1,J,N,07-15-2024,U,U,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-31,Cedar,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-32,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-33,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-34,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-35,Cedar,1,A,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-36,Cedar,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-37,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
C1-38,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-39,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-40,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-41,Cedar,1,A,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,MICG,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
C1-42,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-43,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-44,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-45,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-46,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-47,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-48,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-49,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-50,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-51,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-52,Cedar,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
C1-53,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-54,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-55,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-56,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-57,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-58,Cedar,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-59,Cedar,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-60,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-61,Cedar,1,J,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
C1-62,Cedar,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-63,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,U,07-30-2024,MICG
C1-64,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-65,Cedar,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-66,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,PAST,07-26-2024,PAST,07-30-2024,PAST
C1-67,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-68,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-69,Cedar,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-70,Cedar,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-71,Cedar,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
C1-72,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-73,Cedar,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-74,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-75,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-76,Cedar,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-77,Cedar,1,A,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
C1-78,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-79,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
C1-80,Cedar,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-1,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-2,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-3,Crooked_W,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-4,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-5,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,U,07-30-2024,DEAD
CW1-6,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-7,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-8,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-9,Crooked_W,1,J,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
CW1-10,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
CW1-11,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-12,Crooked_W,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-13,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-14,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-15,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,U,07-30-2024,DEAD
CW1-16,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-17,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-18,Crooked_W,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-19,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-20,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,U,07-30-2024,MICG
CW1-21,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-22,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-23,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-24,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-25,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-26,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
CW1-27,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-28,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,U,07-30-2024,MICG
CW1-29,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-30,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-31,Crooked_W,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,MICG,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,DEAD
CW1-32,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-33,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-34,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-35,Crooked_W,1,J,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,DEAD,07-30-2024,DEAD
CW1-36,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-37,Crooked_W,1,J,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-38,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-39,Crooked_W,1,J,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
CW1-40,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-41,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-42,Crooked_W,1,A,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-43,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-44,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-45,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-46,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-47,Crooked_W,1,J,N,07-15-2024,U,7/26/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,DEAD,07-30-2024,DEAD
CW1-48,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,U
CW1-49,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-50,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,DEAD
CW1-51,Crooked_W,1,J,N,07-15-2024,U,7/23/2024,07-16-2024,U,07-18-2024,U,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-52,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-53,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,U
CW1-54,Crooked_W,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-55,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-56,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,MICG,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-57,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,MICG,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-58,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-59,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-60,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-61,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-62,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG_PAST
CW1-63,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-64,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-65,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-66,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-67,Crooked_W,1,J,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,MICG,07-30-2024,DEAD
CW1-68,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-69,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-70,Crooked_W,1,J,N,07-15-2024,U,7/16/2024,07-16-2024,DEAD,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-71,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-72,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-73,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-74,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-75,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
CW1-76,Crooked_W,1,A,N,07-15-2024,U,7/18/2024,07-16-2024,U,07-18-2024,DEAD,07-23-2024,DEAD,07-26-2024,DEAD,07-30-2024,DEAD
CW1-77,Crooked_W,1,J,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,U
CW1-78,Crooked_W,1,A,N,07-15-2024,U,7/30/2024,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,DEAD
CW1-79,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,MICG,07-23-2024,MICG,07-26-2024,MICG,07-30-2024,MICG
CW1-80,Crooked_W,1,A,N,07-15-2024,U,,07-16-2024,U,07-18-2024,U,07-23-2024,U,07-26-2024,U,07-30-2024,MICG
B1-1,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-2,Bishop,1,J,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-3,Bishop,1,J,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-4,Bishop,1,J,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-5,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,SPRITE,07-25-2024,MICG,07-28-2024,MICG,08-01-2024,MICG
B1-6,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,MICG
B1-7,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-8,Bishop,1,J,N,07-17-2024,U,7/21/2024,07-18-2024,U,07-21-2024,DEAD,07-25-2024,DEAD,07-28-2024,DEAD,08-01-2024,DEAD
B1-9,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-10,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-11,Bishop,1,J,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-12,Bishop,1,J,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,U,07-28-2024,U,08-01-2024,U
B1-13,Bishop,1,A,N,07-17-2024,U,,07-18-2024,U,07-21-2024,U,07-25-2024,SPRITE,07-28-2024,U,08-01-2024,MICG
B1-14,Bishop,1,J,N,07-17-2024,U,7/18/2024,07-18-2024,DEAD,07-21-2024,DEAD,07-25-2024,DEAD,07-28-2024,DEAD,08-01-2024,DEAD
B1-15,Bishop,1,J,N,07-17-2024,U,7/25/2024,07-18-2024,U,07-21-2024,SPRITE_SPIRO,07-25-2024,DEAD,07-28-2024,DEAD,08-01-2024,DEAD
