Animal ID,Lake,Round,Age,Ephippia,D0_date,D0_infstatus,Death_date,D1_date,D1_INFSTATUS,D4_date,D4_INFSTATUS,D8_date,D8_INFSTATUS,D11_date,D11_INFSTATUS,D15_date,D15_INFSTATUS
B2-56,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,SUS_GUT,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-57,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-58,Bishop,2,A,N,07-31-2024,U,8/4/2024,08-01-2024,U,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-59,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-60,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-61,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,MICG,08-08-2024,MICG,08-11-2024,MICG,08-15-2024,MICG
B2-62,Bishop,2,A,N,07-31-2024,U,8/4/2024,08-01-2024,U,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-63,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-64,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-65,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-66,Bishop,2,A,N,07-31-2024,U,8/8/2024,08-01-2024,U,08-04-2024,WHITE_SPIRO,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-67,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-68,Bishop,2,A,N,07-31-2024,U,,08-01-2024,SPRITE,08-04-2024,SPRITE_MICG,08-08-2024,U,08-11-2024,MICG,08-15-2024,MICG
B2-69,Bishop,2,A,N,07-31-2024,U,8/8/2024,08-01-2024,U,08-04-2024,U,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-70,Bishop,2,J,N,07-31-2024,U,8/4/2024,08-01-2024,U,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-71,Bishop,2,A,N,07-31-2024,U,8/1/2024,08-01-2024,DEAD,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-72,Bishop,2,A,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-73,Bishop,2,A,N,07-31-2024,U,8/8/2024,08-01-2024,U,08-04-2024,U,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-74,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-75,Bishop,2,J,N,07-31-2024,U,8/11/2024,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,DEAD,08-15-2024,DEAD
B2-76,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
B2-77,Bishop,2,J,N,07-31-2024,U,8/1/2024,08-01-2024,DEAD,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-78,Bishop,2,J,N,07-31-2024,U,8/4/2024,08-01-2024,U,08-04-2024,DEAD,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-79,Bishop,2,J,N,07-31-2024,U,8/8/2024,08-01-2024,U,08-04-2024,U,08-08-2024,DEAD,08-11-2024,DEAD,08-15-2024,DEAD
B2-80,Bishop,2,J,N,07-31-2024,U,,08-01-2024,U,08-04-2024,U,08-08-2024,U,08-11-2024,U,08-15-2024,U
W2-1,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-2,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-3,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-4,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-5,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-6,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-7,Walsh,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-8,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-9,Walsh,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-10,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-11,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-12,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-13,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-14,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,MICG,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-15,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-16,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-17,Walsh,2,J,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-18,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-19,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-20,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-21,Walsh,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-22,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-23,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-24,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-25,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-26,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-27,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-28,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-29,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-30,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,MICG,08-13-2024,MICG,08-16-2024,MICG,08-20-2024,MICG
W2-31,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-32,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-33,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-34,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-35,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-36,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-37,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-38,Walsh,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-39,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-40,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-41,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-42,Walsh,2,A,N,08-05-2024,U,,08-06-2024,BROOD,08-09-2024,BROOD,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-43,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-44,Walsh,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-45,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-46,Walsh,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-47,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-48,Walsh,2,A,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-49,Walsh,2,A,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-50,Walsh,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-51,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-52,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-53,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-54,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-55,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-56,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-57,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-58,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-59,Walsh,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-60,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-61,Walsh,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-62,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-63,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-64,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,UNK_P/S,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-65,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-66,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-67,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-68,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-69,Walsh,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-70,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-71,Walsh,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-72,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-73,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-74,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-75,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-76,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-77,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-78,Walsh,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
W2-79,Walsh,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
W2-80,Walsh,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-1,Mill,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-2,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-3,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-4,Mill,2,J,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-5,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-6,Mill,2,A,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-7,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-8,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-9,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-10,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-11,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-12,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-13,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-14,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-15,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-16,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-17,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-18,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-19,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-20,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-21,Mill,2,J,N,08-05-2024,U,8/20/2024,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,DEAD
M2-22,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-23,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-24,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-25,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-26,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-27,Mill,2,J,N,08-05-2024,U,8/20/2024,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,DEAD
M2-28,Mill,2,J,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-29,Mill,2,J,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-30,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-31,Mill,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-32,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-33,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-34,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-35,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-36,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-37,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-38,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-39,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-40,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-41,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-42,Mill,2,J,N,08-05-2024,U,8/9/024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-43,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-44,Mill,2,J,N,08-05-2024,U,8/16/2024,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,DEAD,08-20-2024,DEAD
M2-45,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-46,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-47,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-48,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-49,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-50,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-51,Mill,2,A,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-52,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-53,Mill,2,A,N,08-05-2024,U,8/13/2024,08-06-2024,U,08-09-2024,U,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-54,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-55,Mill,2,A,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-56,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-57,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-58,Mill,2,J,N,08-05-2024,U,8/6/2024,08-06-2024,DEAD,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-59,Mill,2,J,N,08-05-2024,U,8/9/2024,08-06-2024,U,08-09-2024,DEAD,08-13-2024,DEAD,08-16-2024,DEAD,08-20-2024,DEAD
M2-60,Mill,2,J,N,08-05-2024,U,,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,U,08-20-2024,U
M2-61,Mill,2,J,N,08-05-2024,U,8/16/2024,08-06-2024,U,08-09-2024,U,08-13-2024,U,08-16-2024,DEAD,08-20-2024,DEAD
S2-1,Sullivan,2,J,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-2,Sullivan,2,J,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-3,Sullivan,2,A,N,08-08-2024,U,8/9/2024,08-09-2024,DEAD,08-12-2024,DEAD,08-16-2024,DEAD,08-19-2024,DEAD,08-23-2024,DEAD
S2-4,Sullivan,2,A,N,08-08-2024,U,8/9/2024,08-09-2024,DEAD,08-12-2024,DEAD,08-16-2024,DEAD,08-19-2024,DEAD,08-23-2024,DEAD
S2-5,Sullivan,2,J,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-6,Sullivan,2,A,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-7,Sullivan,2,J,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-8,Sullivan,2,A,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
S2-9,Sullivan,2,J,N,08-08-2024,U,8/9/2024,08-09-2024,DEAD,08-12-2024,DEAD,08-16-2024,DEAD,08-19-2024,DEAD,08-23-2024,DEAD
S2-10,Sullivan,2,J,N,08-08-2024,U,8/12/2024,08-09-2024,U,08-12-2024,DEAD,08-16-2024,DEAD,08-19-2024,DEAD,08-23-2024,DEAD
S2-11,Sullivan,2,A,N,08-08-2024,U,8/12/2024,08-09-2024,U,08-12-2024,DEAD,08-16-2024,DEAD,08-19-2024,DEAD,08-23-2024,DEAD
S2-12,Sullivan,2,A,N,08-08-2024,U,,08-09-2024,U,08-12-2024,U,08-16-2024,U,08-19-2024,U,08-23-2024,U
